"id","account_type_id","account_number","account_name","account_description","bank_reconciliation","is_active","statement","report_group_id","sub_group_id","taxable","created_at","updated_at","deleted_at"
"39","8","150008","VEHICLES (OFFICE)","","yes","1","","160",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"40","9","140000","PROPERTY PLANT AND EQUIPMENT","","yes","1","","164",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"41","9","140003","PROPERTY, PLANT AND EQUIPMENT (OFFICE)","","yes","1","","164",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"42","8","150006","SERVICE VEHICLES","","yes","1","","148",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"43","10","150007","MACHINERY","","yes","1","","94",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"44","10","150010","MACHINERY (OFFICE)","","yes","1","","94",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"45","10","150009","LAND IMPROVEMENTS","","yes","1","","92",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"46","11","670022","FURNITURES AND FIXTURES","","yes","1","","82",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"47","11","670037","FURNITURES AND FIXTURES (OFFICE)","","yes","1","","82",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"48","11","150009","ACCUMULATED DEPRECIATION - FURNITURES AND FIXTURES","","yes","1","","82",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"49","11","670017","OFFICE EQUIPMENT","","yes","1","","103",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"50","11","670038","OFFICE EQUIPMENT (OFFICE)","","yes","1","","103",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"51","8","690012","CONSTRUCTION EQUIPMENT","","yes","1","","50",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"52","5","150011","PREPAID ASSET","","yes","1","","125",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"53","11","140001","INFORMATION AND COMMUNICATION TECHNOLOGY EQUIPMENT","","yes","1","","84",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"54","11","140002","INFORMATION AND COMMUNICATION TECHNOLOGY EQUIPMENT (OFFICE)","","yes","1","","84",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"55","11","150013","ACCUMULATED DEPRECIATION - INFORMATION AND COMMUNICATION TECHNOLOGY EQUIPMENT","","yes","1","","8",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"56","12","510001","CONSTRUCTION IN PROGRESS - OFFICE BUILDING","","yes","1","","57",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"57","11","510004","CONSTRUCTION IN PROGRESS - FURNITURES AND FIXTURES","","yes","1","","53",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"58","12","510005","CONSTRUCTION IN PROGRESS- FUEL DEPOT","","yes","1","","52",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"59","12","510006","CONSTRUCTION IN PROGRESS- WAREHOUSE","","yes","1","","60",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"60","12","510007","CONSTRUCTION IN PROGRESS- PANTRY","","yes","1","","58",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"61","12","510008","CONSTRUCTION IN PROGRESS- PAVING BLOCK","","yes","1","","59",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"62","12","150015","FUEL DEPOT","","yes","1","","79",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"63","12","150016","ACCUMULATED DEPRECIATION - FUEL DEPOT","","yes","1","","6",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"64","12","150017","BUILDINGS","","yes","1","","21",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"65","12","150018","ACCUMULATED DEPRECIATION - BUILDINGS","","yes","1","","4",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"66","10","150019","CONSTRUCTION AND HEAVY EQUIPMENT","","yes","1","","42",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"67","10","150020","ACCUMULATED DEPRECIATION - CONSTRUCTION AND HEAVY EQUIPMENT","","yes","1","","5",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"68","10","670019","TOOLS AND OTHER EQUIPMENT","","yes","1","","154",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"69","10","670054","TOOLS AND OTHER EQUIPMENT (OFFICE)","","yes","1","","154",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"70","10","150022","ACCUMULATED DEPRECIATION - TOOLS AND OTHER EQUIPMENT","","yes","1","","9",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"71","13","150023","RECEIVABLE - RROW","","yes","1","","131",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"72","4","160000","RETENTION RECEIVABLE","","yes","1","","141",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"73","5","160001","ADVANCES TO SUPPLIERS","","yes","1","","12",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"74","5","160002","CONTRACT RECEIVABLE","","yes","1","","64",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"75","5","160003","RECEIVABLE: SECURITY DEPOSIT","","yes","1","","133",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"76","5","160004","RECEIVABLE: SSS REIMBURSEMENT","","yes","1","","134",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"77","5","160005","ADVANCES TO AFFILIATES","","yes","1","","10",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"78","5","160006","RECEIVABLE: RELATED PARTIES ","","yes","1","","132",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"79","14","110017","DRAWINGS A/C, UKC BUILDERS INC.","","yes","1","","118",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"80","15","110018","RAJ DRAWING WITHDRAWALS","","yes","1","","118",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"81","16","510000","CONSTRUCTION MATERIALS EXPENSE","","yes","1","","47",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"82","17","510002","CONSTRUCTION SERVICES","","yes","1","","48",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"83","18","520000","LABOR EXPENSE","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"84","19","520001","LABOR EXPENSE (OFFICE)","","yes","1","","91",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"85","20","530000","EQUIPMENT RENTAL","","yes","1","","44",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"86","21","540000","FUEL, OIL AND LUBRICANTS EXPENSES","","yes","1","","45",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"87","21","540001","FUEL, OIL AND LUBRICANTS EXPENSES (OFFICE)","","yes","1","","80",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"88","22","624000","SUBCONTRACTED SERVICES","","yes","1","","48",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"89","23","611001","SALARIES AND WAGES - BASIC PAY","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"90","23","611007","SALARIES AND WAGES - BASIC PAY (OFFICE)","","yes","1","","145",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"91","23","611002","SALARIES AND WAGES - OT PAY","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"92","23","611008","SALARIES AND WAGES - OT PAY (OFFICE)","","yes","1","","115",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"93","23","611003","SALARIES AND WAGES -HOLIDAY PAY","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"94","23","611009","SALARIES AND WAGES -HOLIDAY PAY (OFFICE)","","yes","1","","115",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"95","23","611004","OVERTIME PAY","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"96","23","611011","OVERTIME PAY (OFFICE)","","yes","1","","115",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"97","23","611005","OTHER BENEFITS- ALLOWANCE","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"98","23","611012","OTHER BENEFITS- ALLOWANCE (OFFICE)","","yes","1","","106",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"99","23","612000","EMPLOYEE BENEFITS","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"100","23","612100","EMPLOYEE BENEFITS - VL/SL","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"101","24","612201","STATUTORY DEDUCTIONS - SSS PREMIUM","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"102","24","611013","STATUTORY DEDUCTIONS - SSS PREMIUM (OFFICE)","","yes","1","","151",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"103","24","612202","STATUTORY DEDUCTIONS - PHILHEALTH","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"104","24","611014","STATUTORY DEDUCTIONS - PHILHEALTH (OFFICE)","","yes","1","","123",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"105","24","612203","STATUTORY DEDUCTIONS - HDMF ER","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"106","24","611015","STATUTORY DEDUCTIONS - HDMF ER (OFFICE)","","yes","1","","163",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"107","24","612300","EMPLOYEE BENEFITS - DES MINIMIS","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"108","24","612400","EMPLOYEE BENEFITS - 13TH MONTH","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"109","24","611010","EMPLOYEE BENEFITS - 13TH MONTH (OFFICE)","","yes","1","","70",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"110","24","611016","EMPLOYEE BENEFITS - SIL","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"111","24","611017","EMPLOYEE BENEFITS - SIL (OFFICE)","","yes","1","","72",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"112","24","612500","EMPLOYEE BENEFITS - GRP LIFE INSURANCE","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"113","24","612600","EMPLOYEE BENEFITS - HEALTH PLAN","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"114","24","612601","EMPLOYEE BENEFITS - HEALTH PLAN (OFFICE)","","yes","1","","71",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"115","24","612999","EMPLOYEE BENEFITS - OTHERS","","yes","1","","46",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"116","25","613000","RECRUITMENT EXPENSE","","yes","1","","135",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"117","26","614000","PERSONNEL DEVELOPMENT AND TRAINING EXPENSES","","yes","1","","120",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"118","26","614001","PERSONNEL DEVELOPMENT AND TRAINING EXPENSES (OFFICE)","","yes","1","","120",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"119","26","615000","TRAININGS AND SEMINARS","","yes","1","","120",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"120","27","623000","PROFESSIONAL FEES","","yes","1","","129",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"121","27","623001","PROFESSIONAL FEES (OFFICE)","","yes","1","","129",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"122","28","624001","SECURITY SERVICES","","yes","1","","147",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"123","28","624005","SECURITY SERVICES (OFFICE)","","yes","1","","147",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"124","28","624004","OTHER SERVICES","","yes","1","","147",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"125","29","630000","DEPRECIATION EXPENSES","","yes","1","","162",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"126","29","630001","DEPRECIATION - COMPUTER SOFTWARE","","yes","1","","162",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"127","29","630002","DEPRECIATION - COMPUTER EQUIPT","","yes","1","","162",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"128","29","630003","DEPRECIATION - OFFICE EQUIPMENT","","yes","1","","162",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"129","29","630004","DEPRECIATION - FURNITURES AND FIXTURES","","yes","1","","162",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"130","29","630005","DEPRECIATION - ELECTRICAL APPLIANCES","","yes","1","","162",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"131","30","630006","TOLL AND PERENNIAL","","yes","1","","153",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"132","31","630007","TESTING OF MATERIALS","","yes","1","","96",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"133","32","630008","FACILITIES FOR ENGINEERS","","yes","1","","47",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"134","33","630009","FACILITIES FOR PROJECT OFFICE & BUNKHOUSE","","yes","1","","75",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"135","33","630010","FACILITIES FOR OFFICE AND MOTORPOOL","","yes","1","","74",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"136","34","641000","RENT AND UTILITIES","","yes","1","","136",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"137","34","641001","RENT EXPENSE","","yes","1","","136",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"138","34","641011","RENT EXPENSE (OFFICE)","","yes","1","","136",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"139","35","641002","ASSOCIATION DUES","","yes","1","","16",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"140","35","641010","ASSOCIATION DUES (OFFICE)","","yes","1","","16",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"141","36","641003","POWER & ELECTRICITY EXPENSES","","yes","1","","158",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"142","36","641009","POWER & ELECTRICITY EXPENSES (OFFICE)","","yes","1","","69",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"143","36","641004","WATER EXPENSE","","yes","1","","158",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"144","36","641008","WATER EXPENSE (OFFICE)","","yes","1","","161",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"145","37","641005","CABLE, SATELLITE, TELEGRAPH AND RADIO EXPENSES","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"146","37","641006","INTERNET SUBSCRIPTION EXPENSES","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"147","37","641007","INTERNET SUBSCRIPTION EXPENSES (OFFICE)","","yes","1","","88",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"148","37","642000","TELECOMMUNICATIONS EXPENSE","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"149","38","642001","TELECOMMUNICATIONS EXP -LOCAL","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"150","38","642002","TELECOMMUNICATIONS EXP -CELL","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"151","38","642005","TELECOMMUNICATIONS EXP -CELL (OFFICE)","","yes","1","","99",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"152","38","642003","TELECOMMUNICATIONS EXP -DATA","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"153","38","642004","TELECOMMUNICATIONS EXPENSE (OFFICE)","","yes","1","","99",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"154","38","642005","MOBILE AND TELEPHONE EXPENSES","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"155","38","642006","MOBILE AND TELEPHONE EXPENSES (OFFICE)","","yes","1","","99",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"156","39","650000","TRANSPORTATION AND TRAVEL","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"157","39","650014","TRANSPORTATION AND TRAVEL (OFFICE)","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"158","39","650001","TRANSPO & TRAVEL - HOTEL","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"159","39","650009","TRANSPO & TRAVEL - HOTEL (OFFICE)","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"160","39","650002","TRANSPO & TRAVEL - PLANE","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"161","39","650012","TRANSPO & TRAVEL - PLANE (OFFICE)","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"162","39","650003","TRANSPO & TRAVEL - PER DIEM","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"163","39","650011","TRANSPO & TRAVEL - PER DIEM (OFFICE)","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"164","39","650004","TRANSPO & TRAVEL - MEALS","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"165","39","650008","TRANSPO & TRAVEL - MEALS (OFFICE)","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"166","39","650005","TRANSPO & TRAVEL - TOLL FEES","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"167","39","650013","TRANSPO & TRAVEL - TOLL FEES (OFFICE)","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"168","39","650006","TRANSPO & TRAVEL - FUEL EXPENSE","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"169","39","650016","TRANSPO & TRAVEL - FUEL EXPENSE (OFFICE)","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"170","39","650007","TRANSPO & TRAVEL - CAR MAINTENANCE","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"171","39","659999","TRANSPO & TRAVEL - OTHER FARE","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"172","39","650010","TRANSPO & TRAVEL - OTHER FARE (OFFICE)","","yes","1","","155",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"173","40","700000","SHIPMENT, FREIGHT AND HANDLING- CONSTRUCTION MATERIALS","","yes","1","","149",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"174","30","700001","MEALS EXPENSE","","yes","1","","97",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"175","30","700002","MEALS EXPENSE (OFFICE)","","yes","1","","97",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"176","41","660001","STATIONERY & OFFICE SUPPLIES","","yes","1","","104",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"177","41","660006","STATIONERY & OFFICE SUPPLIES (OFFICE)","","yes","1","","104",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"178","41","660002","IT SUPPLIES","","yes","1","","90",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"179","41","660003","PANTRY AND HOUSEKEEPING SUPPLIES","","yes","1","","116",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"180","41","660007","PANTRY AND HOUSEKEEPING SUPPLIES (OFFICE)","","yes","1","","116",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"181","41","660004","CLEANING & MAINTENANCE SUPPLIES","","yes","1","","116",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"182","41","660009","CLEANING & MAINTENANCE SUPPLIES (OFFICE)","","yes","1","","116",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"183","41","660005","ELECTRICAL SUPPLIES","","yes","1","","68",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"184","41","669999","OTHER SUPPLIES","","yes","1","","114",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"185","42","670001","OFFICE SAFETY","","yes","1","","83",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"186","37","670002","SUBSCRIPTIONS EXPENSE","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"187","38","670052","SUBSCRIPTIONS EXPENSE (OFFICE)","","yes","1","","152",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"188","30","670003","PRINTING AND REPRODUCTION","","yes","1","","19",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"189","30","670043","PRINTING AND REPRODUCTION (OFFICE)","","yes","1","","19",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"190","37","670004","COURIER EXPENSE","","yes","1","","41",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"191","37","670031","COURIER EXPENSE (OFFICE)","","yes","1","","124",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"192","43","670005","LEGAL & NOTARIAL EXPENSE","","yes","1","","102",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"193","43","670042","LEGAL & NOTARIAL EXPENSE (OFFICE)","","yes","1","","102",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"194","44","670029","REPAIRS AND MAINTENANCE. (OFFICE)","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"195","44","670006","REPAIRS AND MAINTENANCE.","","yes","1","","44",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"196","44","670025","REPAIRS AND MAINTENANCE..","","yes","1","","13",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"197","44","670051","REPAIRS AND MAINTENANCE…","","yes","1","","156",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"198","44","670048","REPAIRS AND MAINTENANCE","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
"199","44","670055","REPAIRS AND MAINTENANCE - FURNITURES AND FIXTURES","","yes","1","","137",,"0","29/8/2025 10:28:30","29/8/2025 10:28:30",
